Daily Calorie Target,Protein,Calories,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Disease,Price_RM,Breakfast_Price_RM,Lunch_Price_RM,Dinner_Price_RM,Snack_Price_RM
2388,179,2379,79,Smoothie with protein powder,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Trail mix,Weight Gain,8.15,2.0375,2.0375,2.0375,2.0375
3743,280,3732,124,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,4.19,1.0475,1.0475,1.0475,1.0475
2813,210,2801,93,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,9.15,2.2875,2.2875,2.2875,2.2875
2237,167,2226,74,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix,Weight Gain,8.11,2.0275,2.0275,2.0275,2.0275
2012,150,2007,67,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,8.4,2.1,2.1,2.1,2.1
3545,265,3538,118,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,6.67,1.6675,1.6675,1.6675,1.6675
2055,154,2048,68,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Apple with almond butter,Weight Gain,7.6,1.9,1.9,1.9,1.9
2904,217,2892,96,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,12.42,3.105,3.105,3.105,3.105
2960,222,2954,98,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,12.89,3.2225,3.2225,3.2225,3.2225
1852,138,1841,61,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,8.43,2.1075,2.1075,2.1075,2.1075
3156,236,3149,105,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,4.01,1.0025,1.0025,1.0025,1.0025
3263,244,3252,108,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,4.62,1.155,1.155,1.155,1.155
2148,161,2139,71,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Apple with almond butter,Weight Gain,10.61,2.6525,2.6525,2.6525,2.6525
2598,194,2586,86,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,5.03,1.2575,1.2575,1.2575,1.2575
2445,183,2437,81,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Fruit and nut mix,Weight Gain,10.78,2.695,2.695,2.695,2.695
2953,221,2946,98,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,4.15,1.0375,1.0375,1.0375,1.0375
2663,199,2652,88,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Trail mix,Weight Gain,8.37,2.0925,2.0925,2.0925,2.0925
2745,205,2735,91,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Trail mix,Weight Gain,4.83,1.2075,1.2075,1.2075,1.2075
2442,183,2437,81,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,12.13,3.0325,3.0325,3.0325,3.0325
3504,262,3492,116,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Fruit and nut mix,Weight Gain,13.94,3.485,3.485,3.485,3.485
1341,100,1332,44,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",10.81,2.7025,2.7025,2.7025,2.7025
1200,90,1200,40,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit,"Diabetes, Acne, Hypertension, Heart Disease",7.38,1.845,1.845,1.845,1.845
2294,172,2288,76,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Greek yogurt with fruit,Weight Gain,8.87,2.2175,2.2175,2.2175,2.2175
2472,185,2466,82,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,5.55,1.3875,1.3875,1.3875,1.3875
3482,261,3480,116,Smoothie with protein powder,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,14.86,3.715,3.715,3.715,3.715
2319,173,2309,77,Tofu scramble with veggies,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,14.07,3.5175,3.5175,3.5175,3.5175
3369,252,3360,112,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,8.89,2.2225,2.2225,2.2225,2.2225
2896,217,2888,96,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,12.26,3.065,3.065,3.065,3.065
2652,198,2644,88,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,6.1,1.525,1.525,1.525,1.525
1394,104,1386,46,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Pasta with marinara sauce and veggies,Greek yogurt with fruit,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",12.74,3.185,3.185,3.185,3.185
3059,229,3045,101,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,7.71,1.9275,1.9275,1.9275,1.9275
3740,280,3732,124,Smoothie with protein powder,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,7.19,1.7975,1.7975,1.7975,1.7975
2195,164,2189,73,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,12.94,3.235,3.235,3.235,3.235
1571,117,1564,52,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,12.5,3.125,3.125,3.125,3.125
2721,204,2714,90,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Trail mix,Weight Gain,7.95,1.9875,1.9875,1.9875,1.9875
2620,196,2615,87,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,3.02,0.755,0.755,0.755,0.755
1780,133,1775,59,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,9.65,2.4125,2.4125,2.4125,2.4125
2363,177,2354,78,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Banana with peanut butter,Weight Gain,7.82,1.955,1.955,1.955,1.955
1609,120,1597,53,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,14.6,3.65,3.65,3.65,3.65
2068,155,2056,68,Oatmeal with berries and nuts,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,8.75,2.1875,2.1875,2.1875,2.1875
2096,157,2085,69,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,14.83,3.7075,3.7075,3.7075,3.7075
2292,171,2284,76,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,13.18,3.295,3.295,3.295,3.295
2372,177,2367,79,Tofu scramble with veggies,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix,Weight Gain,12.68,3.17,3.17,3.17,3.17
2042,153,2040,68,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,14.39,3.5975,3.5975,3.5975,3.5975
2189,164,2176,72,Oatmeal with berries and nuts,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,7.09,1.7725,1.7725,1.7725,1.7725
1783,133,1775,59,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,7.63,1.9075,1.9075,1.9075,1.9075
1714,128,1709,57,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Greek yogurt with fruit,Weight Gain,12.04,3.01,3.01,3.01,3.01
3641,273,3637,121,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,8.76,2.19,2.19,2.19,2.19
2679,200,2669,89,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,12.31,3.0775,3.0775,3.0775,3.0775
2411,180,2404,80,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix,Weight Gain,9.28,2.32,2.32,2.32,2.32
1651,123,1647,55,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,12.58,3.145,3.145,3.145,3.145
2800,210,2797,93,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Turkey chili with brown rice,Trail mix,Weight Gain,5.84,1.46,1.46,1.46,1.46
2844,213,2834,94,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,12.73,3.1825,3.1825,3.1825,3.1825
1200,90,1200,40,Scrambled eggs with whole wheat toast,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Apple with almond butter,"Diabetes, Acne, Hypertension, Heart Disease",4.76,1.19,1.19,1.19,1.19
2261,169,2255,75,Smoothie with protein powder,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,7.21,1.8025,1.8025,1.8025,1.8025
1801,135,1800,60,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Trail mix,Weight Gain,7.16,1.79,1.79,1.79,1.79
2077,155,2069,69,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Fruit and nut mix,Weight Gain,5.37,1.3425,1.3425,1.3425,1.3425
2084,156,2077,69,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Apple with almond butter,Weight Gain,6.41,1.6025,1.6025,1.6025,1.6025
1865,139,1858,62,Greek yogurt with granola and fruit,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,11.02,2.755,2.755,2.755,2.755
2293,171,2284,76,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,6.4,1.6,1.6,1.6,1.6
3307,248,3302,110,Greek yogurt with granola and fruit,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Apple with almond butter,Weight Gain,14.15,3.5375,3.5375,3.5375,3.5375
3029,227,3016,100,Smoothie with protein powder,Chicken and vegetable stir-fry,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,11.51,2.8775,2.8775,2.8775,2.8775
2900,217,2892,96,Tofu scramble with veggies,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Banana with peanut butter,Weight Gain,8.22,2.055,2.055,2.055,2.055
1564,117,1560,52,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,10.61,2.6525,2.6525,2.6525,2.6525
2027,152,2019,67,Scrambled eggs with whole wheat toast,Chicken and vegetable stir-fry,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,10.66,2.665,2.665,2.665,2.665
2063,154,2052,68,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,5.34,1.335,1.335,1.335,1.335
1454,109,1448,48,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Lentil and vegetable curry,Apple with almond butter,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",6.85,1.7125,1.7125,1.7125,1.7125
2721,204,2714,90,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,11.66,2.915,2.915,2.915,2.915
2648,198,2640,88,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Lentil and vegetable curry,Fruit and nut mix,Weight Gain,9.21,2.3025,2.3025,2.3025,2.3025
1827,137,1816,60,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Fruit and nut mix,Weight Gain,13.88,3.47,3.47,3.47,3.47
2220,166,2218,74,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,10.66,2.665,2.665,2.665,2.665
2557,191,2549,85,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Fruit and nut mix,Weight Gain,4.87,1.2175,1.2175,1.2175,1.2175
2787,209,2776,92,Scrambled eggs with whole wheat toast,Grilled chicken salad with mixed greens,Turkey chili with brown rice,Fruit and nut mix,Weight Gain,6.11,1.5275,1.5275,1.5275,1.5275
3241,243,3240,108,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,5.74,1.435,1.435,1.435,1.435
2182,163,2172,72,Tofu scramble with veggies,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Banana with peanut butter,Weight Gain,4.13,1.0325,1.0325,1.0325,1.0325
1366,102,1357,45,Smoothie with protein powder,Chicken and vegetable stir-fry,Lentil and vegetable curry,Fruit and nut mix,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease",13.4,3.35,3.35,3.35,3.35
2585,193,2578,86,Greek yogurt with granola and fruit,Grilled chicken salad with mixed greens,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,12.44,3.11,3.11,3.11,3.11
2127,159,2114,70,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Pasta with marinara sauce and veggies,Trail mix,Weight Gain,6.23,1.5575,1.5575,1.5575,1.5575
2456,184,2445,81,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,13.16,3.29,3.29,3.29,3.29
2738,205,2731,91,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Fruit and nut mix,Weight Gain,12.76,3.19,3.19,3.19,3.19
2739,205,2731,91,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,3.28,0.82,0.82,0.82,0.82
2216,166,2205,73,Tofu scramble with veggies,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,4.46,1.115,1.115,1.115,1.115
1859,139,1845,61,Tofu scramble with veggies,Chicken and vegetable stir-fry,Lentil and vegetable curry,Trail mix,Weight Gain,10.02,2.505,2.505,2.505,2.505
3607,270,3600,120,Oatmeal with berries and nuts,Chicken and vegetable stir-fry,Pasta with marinara sauce and veggies,Apple with almond butter,Weight Gain,9.3,2.325,2.325,2.325,2.325
3165,237,3157,105,Smoothie with protein powder,Quinoa salad with chickpeas and vegetables,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,14.9,3.725,3.725,3.725,3.725
1961,147,1957,65,Greek yogurt with granola and fruit,Chicken and vegetable stir-fry,Vegetable stir-fry with brown rice,Apple with almond butter,Weight Gain,13.41,3.3525,3.3525,3.3525,3.3525
1864,139,1858,62,Smoothie with protein powder,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Banana with peanut butter,Weight Gain,13.91,3.4775,3.4775,3.4775,3.4775
1982,148,1978,66,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Salmon with roasted vegetables,Trail mix,Weight Gain,12.71,3.1775,3.1775,3.1775,3.1775
2286,171,2280,76,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Turkey chili with brown rice,Banana with peanut butter,Weight Gain,8.85,2.2125,2.2125,2.2125,2.2125
2119,158,2106,70,Smoothie with protein powder,Chicken and vegetable stir-fry,Lentil and vegetable curry,Banana with peanut butter,Weight Gain,6.66,1.665,1.665,1.665,1.665
1642,123,1634,54,Smoothie with protein powder,Lentil soup with whole wheat bread,Turkey chili with brown rice,Greek yogurt with fruit,Weight Gain,12.36,3.09,3.09,3.09,3.09
3106,232,3095,103,Greek yogurt with granola and fruit,Lentil soup with whole wheat bread,Vegetable stir-fry with brown rice,Fruit and nut mix,Weight Gain,3.64,0.91,0.91,0.91,0.91
2435,182,2429,81,Tofu scramble with veggies,Quinoa salad with chickpeas and vegetables,Pasta with marinara sauce and veggies,Banana with peanut butter,Weight Gain,6.5,1.625,1.625,1.625,1.625
2626,196,2615,87,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Apple with almond butter,Weight Gain,11.58,2.895,2.895,2.895,2.895
3180,238,3178,106,Scrambled eggs with whole wheat toast,Lentil soup with whole wheat bread,Salmon with roasted vegetables,Trail mix,Weight Gain,6.43,1.6075,1.6075,1.6075,1.6075
2442,183,2437,81,Oatmeal with berries and nuts,Black bean burger on a whole wheat bun,Lentil and vegetable curry,Greek yogurt with fruit,Weight Gain,3.01,0.7525,0.7525,0.7525,0.7525
2421,181,2412,80,Scrambled eggs with whole wheat toast,Quinoa salad with chickpeas and vegetables,Vegetable stir-fry with brown rice,Greek yogurt with fruit,Weight Gain,13.98,3.495,3.495,3.495,3.495
